state,district,month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,E,DU,BU,U,T,activity_ratio,zero_month_ratio,avg_monthly_enrolment,monthly_valatility,peak_load_ratio,biometric_burden,update_dominant,enrollment_update_balance,DEI,ASS,UBS,SRS
Odisha,angul,9,1188,199,2,522.0,5021.0,3856.0,3350.0,1389,5543.0,7206.0,12749.0,14138.0,1.0,0.0,752.5,0.1559603262221782,1.1540280495759947,0.5585935803327108,1,0.061358447488584475,0.8289100242025466,0.5656602847324497,0.8943953856232999,0.5470559983293694
Odisha,anugal,10,0,2,0,0.0,1.0,0.0,2.0,2,1.0,2.0,3.0,5.0,1.0,0.0,1.5,0.0,1.0,0.2857142857142857,1,0.3,0.8224789681924826,0.75,0.7017287700035042,0.25
Odisha,anugul,9,79,14,0,24.0,454.0,106.0,310.0,93,478.0,416.0,894.0,987.0,1.0,0.0,51.75,0.20513793402371192,1.2345821325648414,0.44437634079068344,1,0.059654178674351584,0.762414486084612,0.7376656848306333,0.8137522242622691,0.640724072350475
Odisha,balangir,9,1923,428,1,740.0,6571.0,4302.0,4665.0,2352,7311.0,8967.0,16278.0,18630.0,1.0,0.0,1417.5,0.08933145790144136,1.11558945081164,0.5643390018998193,1,0.08052490307187593,0.8902627274360301,0.4024300441826215,0.8984519445138953,0.42014869134940996
Odisha,baleshwar,9,406,106,0,206.0,3134.0,694.0,2385.0,512,3340.0,3079.0,6419.0,6931.0,1.0,0.0,307.25,0.08628894303554654,1.124249797242498,0.5029661559472494,1,0.04983779399837794,0.8464525115925088,0.6749509081983309,0.8551196039742026,0.41435364518085555
Odisha,baleswar,9,2177,465,2,940.0,5497.0,5885.0,3730.0,2644,6437.0,9615.0,16052.0,18696.0,1.0,0.0,1504.5,0.03383257812513132,1.0446199717528901,0.6313697657913414,1,0.07869958675524402,0.9263243888993236,0.38107511045655373,0.9457790619467075,0.3144405568676484
Odisha,bargarh,9,1908,362,0,719.0,6013.0,4360.0,3610.0,2270,6732.0,7970.0,14702.0,16972.0,1.0,0.0,1309.75,0.04311839256843661,1.0565969227976217,0.5589385474860336,1,0.07925989803174027,0.9134106758876186,0.42887825233186055,0.8946389499216598,0.33212715028902756
Odisha,baudh,9,57,17,0,8.0,258.0,105.0,389.0,74,266.0,494.0,760.0,834.0,1.0,0.0,43.75,0.1130222102731629,1.1459119496855346,0.6239600665557404,1,0.055031446540880505,0.8159651717229703,0.7396293568973982,0.9405474386515795,0.4652722190274052
Odisha,bhadrak,9,1646,562,0,970.0,6143.0,6592.0,4339.0,2208,7113.0,10931.0,18044.0,20252.0,1.0,0.0,1222.75,0.12499287178464678,1.1607060981201285,0.5650760388900017,1,0.07007966529115085,0.8621821348586103,0.45023318605792834,0.8989723299930633,0.4880726125126756
Odisha,boudh,9,556,92,0,173.0,1654.0,1481.0,1192.0,648,1827.0,2673.0,4500.0,5148.0,1.0,0.0,356.0,0.08387618164334819,1.0800103707544724,0.5971670119254241,1,0.07383977184340161,0.8479897367191167,0.6629847815414825,0.9216301838083432,0.40975808385156587
Odisha,cuttack,9,1747,480,4,945.0,7603.0,5733.0,6835.0,2231,8548.0,12568.0,21116.0,23347.0,1.0,0.0,1350.5,0.1554761872838356,1.1962478457499104,0.615878107457899,1,0.06248192743213389,0.8500853252327312,0.41887579774177713,0.9348411658134879,0.5461338639690282
Odisha,debagarh,9,303,36,2,156.0,1513.0,768.0,629.0,341,1669.0,1397.0,3066.0,3407.0,1.0,0.0,220.75,0.07813318627821908,1.1029758733541366,0.5325554830287206,1,0.06720450567014233,0.8363618877721922,0.6961831124202258,0.8760111689250206,0.39881946078688313
Odisha,dhenkanal,9,1063,266,0,643.0,5488.0,3339.0,3476.0,1329,6131.0,6815.0,12946.0,14275.0,1.0,0.0,754.25,0.10279480559944014,1.1075775346574632,0.5705013063357283,1,0.05800919071699129,0.8615154335230747,0.5652307314678449,0.902802843843746,0.4457921885654072
Odisha,gajapati,9,806,165,2,409.0,3161.0,2546.0,2373.0,973,3570.0,4919.0,8489.0,9462.0,1.0,0.0,500.5,0.08946760709405688,1.0787067276290006,0.6254677335789535,1,0.054485086000435445,0.8551692912137773,0.6275159548355425,0.9416119280011662,0.4204080132892508
Odisha,ganjam,9,2524,425,2,1590.0,13098.0,6695.0,7156.0,2951,14688.0,13851.0,28539.0,31490.0,1.0,0.0,2029.0,0.20148328545232005,1.3084594198734345,0.5283220758376246,1,0.05687735207753709,0.8452995993810756,0.25233186057928325,0.8730221688354773,0.6337631015304266
Odisha,jagatsinghapur,9,747,124,0,293.0,1953.0,2231.0,1966.0,871,2246.0,4197.0,6443.0,7314.0,1.0,0.0,796.0,0.10834179401509059,1.1241318937846514,0.7081644470179502,1,0.0929092500729501,0.8528338765521116,0.5549828178694158,1.0,0.45635747924827685
Odisha,jagatsinghpur,9,176,28,0,36.0,1539.0,322.0,1460.0,204,1575.0,1782.0,3357.0,3561.0,1.0,0.0,173.5,0.08356427901560128,1.1042716489650362,0.5761573125768128,1,0.0538026203581673,0.8483061167822605,0.7077810505645556,0.9067962709812574,0.4091640061863594
Odisha,jajapur,9,771,225,0,520.0,4547.0,2174.0,2843.0,996,5067.0,5017.0,10084.0,11080.0,1.0,0.0,652.0,0.1441091649191532,1.1873980283567342,0.5328656285902857,1,0.05993060183376611,0.8254515338484276,0.5903289150711831,0.8762301474143186,0.5244832156383579
