state,district,DEI,ASS,UBS,SRS
Andhra Pradesh,adilabad,0.8319167372834378,0.7269896193771626,0.6780853161605035,0.34418714629113184
Andhra Pradesh,hyderabad,0.807755131374092,0.6579411764705883,0.75,0.25
Andhra Pradesh,karimnagar,0.8204679212912144,0.7428892733564014,0.7035128446443664,0.390991888641537
Andhra Pradesh,khammam,0.8577655157155639,0.735916955017301,0.6112182956159905,0.33622484050278856
Andhra Pradesh,mahabubnagar,0.7526271082931669,0.71340830449827,0.6894525369025306,0.46870997581676965
Andhra Pradesh,medak,0.7556414321351601,0.7298096885813149,0.7102324866115,0.4015812761391494
Andhra Pradesh,nalgonda,0.806995760428031,0.7332006920415225,0.626629178929093,0.4476867992554434
Andhra Pradesh,nizamabad,0.8158675613709839,0.75,0.7169827277095859,0.36449513123649246
Andhra Pradesh,rangareddy,0.8484598496439879,0.7200865051903114,0.7291590160735284,0.29515665914159706
Andhra Pradesh,warangal,0.8877642517991482,0.736401384083045,0.6437749268604853,0.3089149023946157
Telangana,adilabad,0.8073517369432629,0.6957785467128028,0.6712861726219072,0.3752961111750581
Telangana,bhadradri kothagudem,0.5262338623282804,0.698840830449827,0.4231338121317114,0.6113034939505382
Telangana,hanumakonda,0.7077059561241614,0.7246712802768166,0.4055904583478876,0.4752203680815588
Telangana,hyderabad,0.5650527045427435,0.25,0.5249158449844776,0.3512068726287436
Telangana,jagtial,0.5292264995288397,0.7264359861591696,0.41558699475307725,0.5773721382386983
Telangana,jangaon,0.5981057458942187,0.7376297577854671,0.40621982379941524,0.6842240379951277
Telangana,jayashankar bhupalpally,0.6371561213627926,0.7430795847750865,0.3145705718043902,0.6228989896194677
Telangana,jogulamba gadwal,0.6863802641132483,0.7247750865051903,0.2894452548326673,0.48042837321965254
Telangana,kamareddy,0.6113032976185615,0.7200865051903114,0.40782072325096075,0.5925083075100044
Telangana,karimnagar,0.8264314858305164,0.6307612456747405,0.6310274935567911,0.3404740769580139
Telangana,khammam,0.7285980517942429,0.6808477508650519,0.5455602859982565,0.48919250249940355
Telangana,komaram bheem asifabad,0.6540442967108566,0.7362456747404844,0.3125382655633372,0.6536464260754056
Telangana,mahabubabad,0.5994165011331158,0.729273356401384,0.32874411387593155,0.6515139429217054
Telangana,mahabubnagar,0.8065724955737611,0.546955017301038,0.6728773548496059,0.3343672308723505
Telangana,mancherial,0.6572470669064219,0.7369550173010381,0.35880326363615783,0.6860881475887539
Telangana,medak,0.7300707830132221,0.5973875432525951,0.691985244564221,0.42477707866760006
Telangana,medchal–malkajgiri,0.5251182479743866,0.6531314878892733,0.31382973464766295,0.43711251585721417
Telangana,mulugu,0.6021950597254269,0.7413494809688581,0.372341958399255,0.5462049479973441
Telangana,nagarkurnool,0.672940792839053,0.7332179930795848,0.4315749514059502,0.5913061593237856
Telangana,nalgonda,0.7882946572136491,0.6149480968858132,0.6456109997671127,0.3805172766154786
Telangana,narayanpet,0.6788028680643688,0.7344809688581315,0.30383352282560566,0.5352294616888711
Telangana,nirmal,0.5992248637368242,0.7299134948096886,0.28756850118493016,0.7469618768822646
Telangana,nizamabad,0.7629140792952945,0.6184429065743945,0.6274028788339443,0.35569023765083074
Telangana,peddapalli,0.6462241141683802,0.7482006920415225,0.4524349929597937,0.6320682450205386
Telangana,rajanna sircilla,0.6155696249804619,0.7420242214532872,0.4537436485912031,0.6192120280488577
Telangana,rangareddy,0.7382137845516257,0.3891176470588235,0.5683927458469549,0.36551808768466243
Telangana,sangareddy,0.6694602204947329,0.705190311418685,0.3941484876014292,0.43486408813078475
Telangana,siddipet,0.6052889489728487,0.721643598615917,0.37076048055589417,0.75
Telangana,suryapet,0.6654615373832504,0.7164186851211073,0.29332238856736464,0.6037894841426614
Telangana,vikarabad,0.6315075777580862,0.7067993079584776,0.25,0.7013495501272946
Telangana,wanaparthy,0.6403641167247929,0.726885813148789,0.35946954764250355,0.6168486042924098
Telangana,warangal,0.8088178040463146,0.6802249134948097,0.6698209475362094,0.3828814467462537
Telangana,yadadri bhuvanagiri,0.6703302037849891,0.726885813148789,0.2940020047026092,0.6022758589491051
