state,district,DEI,ASS,UBS,SRS
Maharashtra,ahilyanagar,0.5880256087679097,0.568366242421241,0.4322526729848811,0.7241052958060636
Maharashtra,akola,0.6688275237323884,0.6827677289141467,0.5436091836064991,0.39688831971043326
Maharashtra,amravati,0.7496591109645186,0.6457014198897764,0.6028119168541377,0.34528542001494833
Maharashtra,beed,0.6992467248625578,0.6226968944480211,0.4578888109256097,0.47663584931718395
Maharashtra,bhandara,0.8059232314175651,0.7311813313146891,0.5069020389891595,0.34893500173020464
Maharashtra,buldhana,0.4826721933032713,0.6224307514429837,0.42033122927181266,0.5938653795718961
Maharashtra,chandrapur,0.665666907050366,0.7032584241841117,0.4056154288316904,0.5576398119062098
Maharashtra,chhatrapati sambhajinagar,0.6842143551429102,0.5177085323089186,0.41127696173962947,0.4384396663903361
Maharashtra,dharashiv,0.6029293393598472,0.6909996331269209,0.25,0.6110977325001099
Maharashtra,dhule,0.7356961088295284,0.584921011114334,0.606476753534187,0.25
Maharashtra,gadchiroli,0.6851882886980819,0.7238236563399811,0.5257973058692549,0.38314555922403354
Maharashtra,gondia,0.6770821245048341,0.7112130259145802,0.29525218181134943,0.4312666778615808
Maharashtra,hingoli,0.5693651159218426,0.6692601291837933,0.3112709844048432,0.75
Maharashtra,jalgaon,0.6339079813311589,0.579034281577278,0.5807840786246707,0.36092316929710994
Maharashtra,jalna,0.7517777613810004,0.6515026636198347,0.4563743109645295,0.4170926311226732
Maharashtra,kolhapur,0.7874961905858128,0.6084531903303172,0.35729143472357744,0.44475543568866793
Maharashtra,latur,0.6657673830688154,0.6506625444820975,0.3850717447731866,0.3758400873181077
Maharashtra,mumbai,0.8517403637446351,0.4516225290390654,0.5154332562642245,0.2891409945514349
Maharashtra,mumbai suburban,0.7559635279117305,0.5303250583072159,0.29493418471444394,0.2968802761826862
Maharashtra,nagpur,0.8121261119291056,0.599562666402545,0.536888618915252,0.2659059139898298
Maharashtra,nanded,0.5519554405601504,0.601755819520006,0.3644137352411675,0.7076888571567095
Maharashtra,nandurbar,0.7214888882442277,0.628462764740701,0.75,0.3714252226159303
Maharashtra,nashik,0.7159127215710216,0.4117459267486859,0.5521854626123586,0.35917519268544434
Maharashtra,palghar,0.6996482607101353,0.6300663605685219,0.3808498973860619,0.4861474056602285
Maharashtra,parbhani,0.6652780999099924,0.6841169728827229,0.35665882787880304,0.5607000840849514
Maharashtra,pune,0.783206711748644,0.32578405223949225,0.38082107845697916,0.3113705546092812
Maharashtra,raigad,0.6696009488678085,0.6372117949189595,0.3452458282652982,0.5101446386219672
Maharashtra,ratnagiri,0.8053311846131201,0.7189244352630723,0.49655752202551384,0.4687545864996837
Maharashtra,sangli,0.5715606936909784,0.651405386667044,0.5364796325351042,0.49518696846756405
Maharashtra,satara,0.6001912779599311,0.6885504437008162,0.5221210565394945,0.6918008109247731
Maharashtra,sindhudurg,0.8433729300416056,0.75,0.38996603158555027,0.4328135927612091
Maharashtra,solapur,0.5744026732493209,0.5934194794444956,0.3314655870210108,0.7118175729580187
Maharashtra,thane,0.7970571943571707,0.25,0.3520581368594625,0.3057944812999743
Maharashtra,wardha,0.8105207641194945,0.7288113110103361,0.6129242856374403,0.2673925748323442
Maharashtra,washim,0.6957470381210381,0.7202774692427962,0.5220722228211101,0.5299176544693953
Maharashtra,yavatmal,0.5690557562236395,0.6490972698781031,0.35394380533082703,0.7399536054028917
