state,district,total_months,active_months,total_E,total_DU,total_BU,total_U,total_T,avg_monthly_enrolment,monthly_volatility,peak_load_ratio,sum_age_0_5,sum_age_5_17,zero_months,activity_ratio,zero_month_ratio,biometric_burden,update_dominant,enrollment_update_balance,access,responsiveness,inclusion,stability,visibility,DEI,ASS,UBS,SRS
Karnataka,davangere,11,11,6146.0,36499.0,133839.0,170338.0,176484.0,558.7272727272727,0.3080560123357044,1.2835951134380454,5493.0,604.0,0,1.0,0.0,0.7857260270755791,1,0.03482468665714739,0.5810416092587489,0.9887935151874268,0.9398114824819651,0.7728218508804114,1.0,0.8564936915617103,0.6689583907412511,0.9690427593722042,0.39628260275594446
Karnataka,dharwad,11,11,6644.0,44231.0,120165.0,164396.0,171040.0,604.0,0.3789873018351782,1.604145229186155,6076.0,546.0,0,1.0,0.0,0.7309484415679214,1,0.03884471468662301,0.5879030035822541,0.9846751155646164,0.975002119971223,0.6477026542634378,1.0,0.8390565786763062,0.6620969964177459,0.9363430282026941,0.42996483335468094
Karnataka,gadag,11,11,5621.0,27223.0,63555.0,90778.0,96399.0,511.0,0.42919257789000953,1.6117905787404434,5040.0,555.0,0,1.0,0.0,0.7001145652030227,1,0.05830973350345958,0.5738082116285478,0.9647337804382253,0.9650803497623273,0.6216814824758028,1.0,0.8250607648609807,0.6761917883714522,0.9179366041388743,0.45380516809672167
Karnataka,hasan,11,11,1278.0,9775.0,22114.0,31889.0,33167.0,116.18181818181819,0.5827862836934936,2.0277384146892996,1193.0,85.0,0,1.0,0.0,0.6934679670105679,1,0.03853227605752706,0.5139707908514742,0.9849951996841263,1.0,0.43009723248799286,1.0,0.7858126446047187,0.7360292091485258,0.9139688868313154,0.5267402388376227
Karnataka,hassan,11,11,3318.0,36307.0,67964.0,104271.0,107589.0,301.6363636363636,0.38024705035152156,1.5848367398154086,3004.0,291.0,0,1.0,0.0,0.6518015555619492,1,0.030839583972339178,0.5420777073573987,0.9928761348292893,0.9476686935865327,0.6526122029960031,1.0,0.8270469477538448,0.7079222926426012,0.8890959312137743,0.43056303395590095
Karnataka,haveri,11,11,5589.0,49292.0,91007.0,140299.0,145888.0,508.09090909090907,0.399426367240485,1.457789537179206,5085.0,436.0,0,1.0,0.0,0.6486646376666976,1,0.038310210572493966,0.5733673188206118,0.9852226991948496,0.9081487807709853,0.6797449996571281,1.0,0.8292967596887149,0.6766326811793882,0.8872233336736506,0.4396704698807068
Karnataka,kalaburagi,11,11,12191.0,67048.0,199171.0,266219.0,278410.0,1108.2727272727273,0.3662297779630202,1.7082576056894507,9794.0,2293.0,0,1.0,0.0,0.7481472021155515,1,0.043787938651628895,0.6643290162579223,0.9796109290555478,0.9355972917772274,0.6240625856261615,1.0,0.8407199645433717,0.5856709837420777,0.9466099072763923,0.4239068318159651
Karnataka,kodagu,11,11,1510.0,11990.0,29943.0,41933.0,43443.0,137.27272727272728,0.3623738789741334,1.5339180075040857,1337.0,124.0,0,1.0,0.0,0.7140676793933179,1,0.034758188891190755,0.5171672637090108,0.9888616401786521,0.7550207757179862,0.6756239819938181,1.0,0.7873347323198934,0.7328327362909892,0.9262659797178023,0.42207583057764586
Karnataka,kolar,11,11,5101.0,37932.0,98395.0,136327.0,141428.0,463.72727272727275,0.40618099085205517,1.6523177871425743,4545.0,521.0,0,1.0,0.0,0.72175724544661,1,0.03606782249625251,0.5666437034995867,0.9875199593481805,0.9482008249550732,0.6210483073657316,1.0,0.8246825590337143,0.6833562965004134,0.9308563014784739,0.4428779512573743
Karnataka,koppal,11,11,7043.0,43288.0,91259.0,134547.0,141590.0,640.2727272727273,0.3965582814662543,1.6703157002613178,5871.0,1121.0,0,1.0,0.0,0.6782685604286978,1,0.049742213433152056,0.5934003857812069,0.973510950937352,0.9453333312220331,0.6204838125323543,1.0,0.8265456960945894,0.6565996142187931,0.9048955312871256,0.4383085388188823
Karnataka,mandya,11,11,4614.0,35803.0,95599.0,131402.0,136016.0,419.45454545454544,0.43433223644267444,1.6012013292553817,4305.0,261.0,0,1.0,0.0,0.727530783397513,1,0.033922479708269615,0.5599338660788096,0.9897177994786585,0.9214630973348177,0.6222614637372247,1.0,0.8186752453259022,0.6900661339211904,0.9343028414663508,0.4562457717540246
Karnataka,mysuru,11,11,9312.0,61361.0,162718.0,224079.0,233391.0,846.5454545454545,0.3710174663278493,1.7031804996765085,8021.0,1018.0,0,1.0,0.0,0.7261635405370427,1,0.03989871074720105,0.6246624414439239,0.9835953278252023,0.7786753418328457,0.6232373627430928,1.0,0.802034094769013,0.6253375585560761,0.9334866595633613,0.4261802999099049
Karnataka,raichur,11,11,12663.0,49665.0,154993.0,204658.0,217321.0,1151.1818181818182,0.3809249978401207,1.6246842228776788,9369.0,3161.0,0,1.0,0.0,0.7573268574890794,1,0.05826864407949531,0.6708321851749793,0.964775875335802,0.9207087697041895,0.6409237745780415,1.0,0.8394481209586026,0.5791678148250207,0.9520897446982359,0.430884962174124
Karnataka,ramanagar,11,11,3641.0,31633.0,61465.0,93098.0,96739.0,331.0,0.41284902602321855,1.7810086934948675,3144.0,480.0,0,1.0,0.0,0.6602182646243743,1,0.03763735411778083,0.5465279691375035,0.9859120206993213,0.9647516846833999,0.5811728438255925,1.0,0.8156729036691633,0.7034720308624965,0.8941203243322845,0.446044315493249
Karnataka,ramanagara,1,1,204.0,0.0,0.0,0.0,204.0,204.0,0.0,1.0,168.0,24.0,0,1.0,0.0,0.0,0,1.0,0.5272802424910443,0.0,0.5559200136064338,1.0,1.0,0.6166400512194956,0.7227197575089557,0.0,0.25
Karnataka,shivamogga,11,11,5873.0,36590.0,98933.0,135523.0,141396.0,533.9090909090909,0.407896587317883,1.587965713315794,5248.0,576.0,0,1.0,0.0,0.7300089283737816,1,0.041535828453421596,0.5772802424910444,0.9819181492348146,0.9370136848857755,0.6385900822960591,1.0,0.8269604317815386,0.6727197575089556,0.9357821814878589,0.44369261452071196
Karnataka,tumakuru,11,11,7982.0,53622.0,164444.0,218066.0,226048.0,725.6363636363636,0.41676328527816087,1.7752468502265006,7251.0,676.0,0,1.0,0.0,0.7541019691286125,1,0.03531108437146093,0.606337834114081,0.9882952151386518,0.9479811090856946,0.5809576964073271,1.0,0.824714370949151,0.643662165885919,0.9501646327850026,0.4479030295216918
Karnataka,udupi,11,11,4391.0,27353.0,61150.0,88503.0,92894.0,399.1818181818182,0.44504038357810505,1.6907227592740115,4003.0,337.0,0,1.0,0.0,0.6909370303831509,1,0.047268930178483,0.5568613943235051,0.9760447563607091,0.9123167050322887,0.5916406227928334,1.0,0.8073726957018671,0.6931386056764949,0.9124580325912717,0.46133061207831405
Karnataka,uttara kannada,11,11,4392.0,31864.0,71429.0,103293.0,107685.0,399.27272727272725,0.40452440384961,1.7717880856200958,3972.0,382.0,0,1.0,0.0,0.6915183023050933,1,0.040785624738821566,0.556875172223753,0.9826867107156267,0.934682224223533,0.5877560299637983,1.0,0.8124000274253422,0.693124827776247,0.912805025533873,0.44209130906015837
Karnataka,vijayanagara,11,11,2675.0,13889.0,31337.0,45226.0,47901.0,243.1818181818182,0.4275841419890936,1.5622429594371723,2235.0,373.0,0,1.0,0.0,0.6928978905939062,1,0.055844345629527566,0.5332185174979334,0.967259497277918,0.8109132319617678,0.6365787252171435,1.0,0.7895939943909525,0.7167814825020666,0.9136285770969932,0.45304139079476896
Karnataka,vijayapura,11,11,12990.0,61861.0,164690.0,226551.0,239541.0,1180.909090909091,0.43365693933205224,1.6853983242952146,9946.0,2907.0,0,1.0,0.0,0.7269444849062684,1,0.05422871241248888,0.6753375585560761,0.9689146656456173,0.9203801163733163,0.5985649286178788,1.0,0.8326394538385777,0.5746624414439239,0.933952847890126,0.4559251020867573
Karnataka,yadgir,11,11,9205.0,31695.0,94083.0,125778.0,134983.0,836.8181818181819,0.37987650246159393,1.6717216242045294,6596.0,2500.0,0,1.0,0.0,0.7480083957448839,1,0.06819377254913582,0.6231882061173877,0.9546078752507268,0.9106050825869334,0.6280042347091628,1.0,0.823281079732842,0.6268117938826123,0.9465270461761195,0.43038707663770626
